age,income,existing_debt,loan_amount,credit_history_years,num_late_payments,num_credit_lines,employment_years,debt_to_income,loan_to_income,default_risk
52,26510.59,257.63,19899.65,13,0,9,10,0.01,0.751,0
50,39444.46,0.0,19657.38,4,0,12,31,0.0,0.498,0
55,65428.78,16195.57,21424.15,20,2,9,14,0.248,0.327,0
60,12080.7,14982.63,25286.24,13,1,2,37,1.24,2.093,1
36,53405.97,12721.12,8972.37,24,1,2,0,0.238,0.168,0
33,70659.28,24939.3,27767.99,26,4,9,23,0.353,0.393,0
62,46101.1,5917.94,1000.0,7,0,1,39,0.128,0.022,0
50,42623.4,15641.67,3970.92,27,3,5,21,0.367,0.093,0
39,58035.43,11398.94,45627.51,27,0,1,2,0.196,0.786,0
37,46157.78,6087.81,13878.55,22,1,7,13,0.132,0.301,0
39,77810.0,14381.6,28754.23,14,0,9,1,0.185,0.37,0
48,27771.74,23525.96,40379.48,27,2,6,31,0.847,1.454,1
46,48967.12,36205.68,1000.0,28,2,14,37,0.739,0.02,0
57,54113.73,20794.19,33514.95,14,2,2,32,0.384,0.619,0
46,42430.92,0.0,27787.32,29,3,6,5,0.0,0.655,0
43,10000.0,14618.6,39684.77,18,4,9,38,1.462,3.968,1
29,46781.9,15498.03,5821.72,25,3,3,24,0.331,0.124,0
32,68003.54,24362.09,37415.06,19,4,9,33,0.358,0.55,0
21,65562.18,16848.1,11127.03,5,5,8,10,0.257,0.17,0
21,57095.57,27530.89,32657.33,18,1,13,36,0.482,0.572,0
54,28042.75,18916.71,19567.75,26,2,12,6,0.675,0.698,1
52,57906.19,30587.98,29249.23,24,0,7,21,0.528,0.505,0
45,38531.24,10612.54,20586.43,7,0,8,38,0.275,0.534,0
60,57069.66,16443.43,1000.0,5,0,10,9,0.288,0.018,0
21,52430.1,23266.42,1000.0,19,0,6,20,0.444,0.019,0
36,30472.49,9278.06,22518.99,22,1,3,5,0.304,0.739,1
59,32150.88,7099.87,16835.18,28,0,7,0,0.221,0.524,0
25,57100.45,8706.48,24778.65,14,0,4,33,0.152,0.434,0
42,45577.74,7507.84,16974.16,26,2,11,13,0.165,0.372,0
49,33194.37,20225.62,44216.93,2,2,10,35,0.609,1.332,1
23,31543.4,0.0,22766.45,9,1,14,26,0.0,0.722,0
32,43923.38,0.0,14636.63,14,1,5,8,0.0,0.333,0
46,81362.1,33627.46,24048.36,23,1,8,5,0.413,0.296,0
36,39478.44,7749.03,14855.9,15,2,7,30,0.196,0.376,0
57,49719.61,17000.15,21115.16,16,1,7,16,0.342,0.425,0
42,52032.89,108.54,5390.24,18,1,8,35,0.002,0.104,0
49,27379.47,15941.24,19896.98,10,0,10,20,0.582,0.727,1
34,14743.35,7809.93,14265.77,15,2,3,26,0.53,0.968,1
48,29467.19,0.0,6527.16,4,0,3,27,0.0,0.222,0
25,54941.55,28369.2,43708.83,4,1,2,15,0.516,0.796,1
50,51746.62,26825.66,6995.18,25,1,1,34,0.518,0.135,0
25,64048.13,13926.45,20083.57,13,1,10,35,0.217,0.314,0
32,51935.0,24994.19,10366.3,17,0,6,34,0.481,0.2,0
36,47809.01,34032.93,23564.47,25,1,6,18,0.712,0.493,0
46,37919.75,22540.76,4707.38,7,2,13,20,0.594,0.124,0
46,67692.14,19796.8,30084.28,4,1,10,32,0.292,0.444,0
41,31616.4,16989.5,44433.87,6,4,12,22,0.537,1.405,1
59,27792.01,21494.97,9925.53,15,1,8,5,0.773,0.357,1
56,61341.11,11360.81,34603.63,22,1,14,31,0.185,0.564,0
53,23336.85,12233.64,15417.45,13,3,6,21,0.524,0.661,1
50,98295.82,19508.91,38069.49,4,3,6,2,0.198,0.387,0
57,51599.87,10261.35,46261.99,23,1,1,34,0.199,0.897,0
43,56958.12,11342.0,17195.54,8,1,12,15,0.199,0.302,0
30,33831.6,15001.87,1756.81,3,0,7,24,0.443,0.052,0
25,43694.7,26506.08,31377.01,3,2,7,16,0.607,0.718,1
56,41464.86,3673.36,22693.01,15,0,10,38,0.089,0.547,0
54,39163.3,22591.79,26021.49,23,2,9,12,0.577,0.664,1
51,62659.24,22917.96,15921.86,16,0,14,27,0.366,0.254,0
30,41008.48,22858.12,9386.09,14,0,12,10,0.557,0.229,0
39,70350.02,6932.54,33924.18,3,2,7,9,0.099,0.482,0
52,103263.65,0.0,23837.48,5,1,8,38,0.0,0.231,0
21,44089.18,20597.0,2677.32,15,2,4,23,0.467,0.061,0
25,53046.31,16875.39,28242.5,28,2,9,37,0.318,0.532,0
24,57589.64,25043.77,25834.02,3,2,14,23,0.435,0.449,0
36,86230.1,7994.63,16096.41,5,3,1,32,0.093,0.187,0
44,48347.04,22601.18,39437.76,4,1,8,16,0.467,0.816,1
36,33419.66,25544.12,12581.92,15,2,3,35,0.764,0.376,0
22,24673.19,14046.9,17972.16,29,2,14,34,0.569,0.728,1
48,48840.32,19169.3,29223.78,24,1,1,5,0.392,0.598,0
52,41032.4,18819.66,20921.16,15,2,2,15,0.459,0.51,0
47,90200.19,6785.3,3386.92,9,1,6,27,0.075,0.038,0
40,85397.25,20310.97,22205.59,8,3,5,31,0.238,0.26,0
44,29312.54,31224.98,15027.32,3,2,14,25,1.065,0.513,1
32,35784.8,15222.04,30283.95,28,2,3,10,0.425,0.846,1
55,51475.4,390.75,21814.62,13,2,9,24,0.008,0.424,0
53,77944.53,8127.73,21134.09,3,1,8,30,0.104,0.271,0
53,51140.26,0.0,7420.99,11,0,13,20,0.0,0.145,0
63,37055.19,27902.61,17239.7,23,1,3,2,0.753,0.465,1
57,48822.36,22641.05,31641.21,9,4,2,11,0.464,0.648,1
32,37430.3,9986.31,10681.56,3,1,8,39,0.267,0.285,0
23,62049.54,819.4,19609.4,17,1,14,24,0.013,0.316,0
21,35819.33,6667.05,8762.65,12,1,5,16,0.186,0.245,0
53,39791.28,8617.23,5793.89,12,0,9,37,0.217,0.146,0
60,73238.68,16094.08,18981.69,13,0,1,35,0.22,0.259,0
30,34632.7,15757.59,22085.61,17,3,10,35,0.455,0.638,0
63,21077.44,28414.32,43926.36,0,0,3,18,1.348,2.084,1
64,51899.88,8072.45,14534.48,20,1,5,1,0.156,0.28,0
49,42790.53,0.0,19397.97,15,1,2,16,0.0,0.453,0
33,60228.31,3430.22,4999.12,14,2,3,29,0.057,0.083,0
32,56349.44,14769.75,27346.88,21,1,4,9,0.262,0.485,0
51,49361.63,7713.22,24777.14,24,2,4,34,0.156,0.502,0
22,48779.13,12079.91,37860.74,4,1,11,35,0.248,0.776,1
55,35282.83,10459.66,33339.47,28,0,9,32,0.296,0.945,0
43,51666.94,24902.38,24216.88,5,0,1,0,0.482,0.469,0
37,67625.7,9130.34,14359.14,5,2,12,17,0.135,0.212,0
46,30531.07,11226.58,22456.02,2,3,9,3,0.368,0.736,1
28,49892.05,22172.84,18667.84,15,2,9,26,0.444,0.374,0
49,70767.78,9350.18,31440.77,11,0,11,24,0.132,0.444,0
46,60108.48,19232.12,29914.78,3,0,6,27,0.32,0.498,0
30,76189.46,18314.85,16443.01,0,3,11,21,0.24,0.216,0
46,38637.15,16417.66,2456.07,3,3,1,24,0.425,0.064,0
54,13384.63,3656.04,36000.65,0,1,11,16,0.273,2.69,1
61,54013.04,27297.74,26982.49,20,2,13,11,0.505,0.5,1
27,57251.42,37206.84,16166.12,26,1,12,15,0.65,0.282,0
24,77368.44,15088.28,26514.48,26,1,6,36,0.195,0.343,0
31,73762.91,4536.45,20898.34,7,2,8,15,0.062,0.283,0
49,60734.87,15291.03,35823.42,23,2,5,16,0.252,0.59,0
56,65307.8,24898.6,1000.0,4,4,5,30,0.381,0.015,0
45,46163.57,8848.12,15233.71,29,3,1,14,0.192,0.33,0
41,25617.71,13711.01,39188.65,25,2,1,12,0.535,1.53,1
56,52354.42,18406.54,26758.38,1,1,8,39,0.352,0.511,1
30,69651.47,27030.48,41271.28,11,3,13,26,0.388,0.593,0
57,63127.22,22754.24,5338.31,21,0,5,20,0.36,0.085,0
29,66676.15,23168.68,32866.36,16,3,8,1,0.347,0.493,0
44,41444.89,10737.31,32146.69,6,1,10,7,0.259,0.776,1
55,44689.06,19019.19,1000.0,10,0,2,6,0.426,0.022,0
55,59668.51,7780.37,16453.97,3,2,4,9,0.13,0.276,0
56,39069.85,23455.26,18721.65,4,1,13,3,0.6,0.479,1
38,39685.66,26512.2,1000.0,5,0,11,35,0.668,0.025,0
59,55959.64,20533.64,16704.77,10,0,14,34,0.367,0.299,0
52,65218.09,11325.89,30478.2,0,1,10,2,0.174,0.467,1
44,46009.43,12962.73,15308.92,24,1,9,17,0.282,0.333,0
43,26736.21,33065.16,22905.6,9,1,13,23,1.237,0.857,1
52,35283.92,11492.9,22992.44,19,3,3,31,0.326,0.652,1
57,54073.44,25499.94,19854.28,23,1,6,33,0.472,0.367,0
32,53830.42,18388.92,11537.82,20,0,11,1,0.342,0.214,0
33,54824.76,11658.64,27905.77,10,2,7,1,0.213,0.509,1
43,60425.91,1553.51,1000.0,23,3,3,9,0.026,0.017,0
45,50116.21,17116.0,20103.06,16,1,1,22,0.342,0.401,0
55,55301.12,15911.01,36625.84,7,3,2,14,0.288,0.662,0
61,49099.46,33065.35,14631.52,26,1,11,11,0.673,0.298,1
50,72974.67,6398.07,11272.15,12,3,14,16,0.088,0.154,0
37,78646.84,37947.69,28706.19,26,1,10,17,0.483,0.365,0
40,26219.77,18788.11,21961.18,19,4,7,13,0.717,0.838,1
45,44894.96,18778.29,28945.37,17,2,7,16,0.418,0.645,1
42,50654.49,9069.28,20461.98,26,2,12,14,0.179,0.404,0
33,44661.71,18147.06,1000.0,21,3,1,11,0.406,0.022,0
39,85858.45,19730.51,34158.96,15,1,10,15,0.23,0.398,0
56,54479.11,24373.27,44840.32,1,1,7,31,0.447,0.823,1
32,33892.56,5216.78,35408.49,4,1,10,22,0.154,1.045,1
61,61928.85,29067.81,1000.0,17,3,11,37,0.469,0.016,0
39,55419.49,18614.16,25413.06,2,1,6,33,0.336,0.459,0
32,56083.86,21082.29,14399.05,26,1,11,33,0.376,0.257,0
29,86157.52,12790.58,6989.07,21,4,6,15,0.148,0.081,0
27,57015.7,5718.57,21472.79,16,1,7,33,0.1,0.377,0
48,43926.77,15727.25,18212.63,15,0,7,39,0.358,0.415,0
34,10894.47,16872.96,26103.89,5,2,1,6,1.549,2.396,1
51,46692.02,1145.72,20678.96,18,2,10,32,0.025,0.443,0
39,76119.4,22932.85,6550.25,6,3,5,3,0.301,0.086,0
36,48176.62,24965.25,13080.78,17,1,14,6,0.518,0.272,0
25,10000.0,7703.35,11144.5,13,2,14,17,0.77,1.114,1
55,40032.75,4774.15,1000.0,5,1,8,3,0.119,0.025,0
32,69853.77,11970.39,3540.26,7,1,8,10,0.171,0.051,0
45,60916.34,15238.95,17467.18,14,1,3,19,0.25,0.287,0
41,33202.38,12358.29,37085.05,14,1,3,10,0.372,1.117,1
56,38694.3,14390.82,13573.32,14,2,7,14,0.372,0.351,1
43,41785.83,17214.78,10910.83,15,2,4,16,0.412,0.261,0
36,36745.72,1317.31,5824.56,0,1,6,33,0.036,0.159,0
59,10000.0,2467.04,20366.44,10,2,9,11,0.247,2.037,1
62,65271.82,0.0,34151.11,26,3,10,27,0.0,0.523,0
59,75141.2,24425.45,44032.19,28,0,2,34,0.325,0.586,0
34,19631.02,15152.27,23424.79,24,1,2,7,0.772,1.193,1
51,74877.06,25478.51,21679.92,4,0,6,26,0.34,0.29,0
25,47939.54,3622.62,13478.32,4,3,3,21,0.076,0.281,0
55,74502.65,15244.07,15481.2,28,5,1,23,0.205,0.208,0
43,50759.01,17148.27,27550.1,27,0,2,1,0.338,0.543,0
49,52710.89,9382.18,16221.5,20,2,14,30,0.178,0.308,0
63,57448.69,0.0,18052.61,5,0,13,21,0.0,0.314,0
31,34198.67,32458.71,19695.83,1,3,7,0,0.949,0.576,1
38,73893.48,28992.83,12910.06,5,2,4,13,0.392,0.175,0
32,27572.39,11180.68,19100.25,13,0,12,24,0.406,0.693,1
29,41958.67,20102.28,1000.0,10,3,2,35,0.479,0.024,0
30,60485.29,10152.09,26586.03,3,0,11,35,0.168,0.44,0
64,39816.1,5045.96,48221.26,23,2,12,2,0.127,1.211,1
37,65550.62,33272.62,13375.48,28,0,12,4,0.508,0.204,0
58,77517.32,0.0,24486.05,26,4,8,0,0.0,0.316,0
27,70250.92,12144.96,30218.92,24,3,4,18,0.173,0.43,0
33,11277.69,15843.24,35362.58,8,1,4,32,1.405,3.136,1
60,52516.94,31512.37,16828.14,23,1,2,29,0.6,0.32,0
62,70573.65,23965.89,1000.0,2,1,14,11,0.34,0.014,0
29,23665.02,0.0,23206.78,25,0,1,9,0.0,0.981,1
47,64472.21,14972.5,21543.54,15,0,1,33,0.232,0.334,0
22,63349.22,15210.6,15852.0,10,2,3,15,0.24,0.25,0
25,25758.2,12716.62,18397.85,26,2,6,39,0.494,0.714,1
49,66684.65,21198.09,21724.17,3,2,7,28,0.318,0.326,0
57,55453.96,908.93,24341.14,0,0,13,14,0.016,0.439,0
58,63007.64,10913.64,23837.72,24,0,9,10,0.173,0.378,0
39,30673.75,19788.19,17387.77,20,1,5,33,0.645,0.567,1
28,53002.72,21795.76,24611.35,21,1,9,35,0.411,0.464,0
21,15902.43,16494.19,16579.63,15,0,8,29,1.037,1.043,1
42,10000.0,12116.08,27704.31,18,4,1,34,1.212,2.77,1
37,52816.57,13800.59,12470.69,15,2,11,8,0.261,0.236,0
27,72011.95,22404.07,20876.7,10,1,12,17,0.311,0.29,0
45,55058.74,15339.01,1000.0,25,1,3,18,0.279,0.018,0
24,48731.08,4581.52,15561.07,7,1,8,38,0.094,0.319,0
56,46249.32,2665.02,26809.86,22,0,9,3,0.058,0.58,0
26,31148.69,103.63,7595.18,0,0,14,5,0.003,0.244,0
51,45562.78,29555.81,16158.79,25,0,4,32,0.649,0.355,0
39,58433.69,23074.62,1000.0,27,1,14,31,0.395,0.017,0
64,41295.56,13935.12,3583.11,20,0,14,15,0.337,0.087,0
59,65011.74,10462.08,6722.31,25,4,14,10,0.161,0.103,0
47,53919.5,9260.7,21221.01,8,0,12,21,0.172,0.394,0
30,56339.59,25932.37,24000.91,27,1,6,35,0.46,0.426,0
46,67773.26,34044.34,19327.33,26,2,4,22,0.502,0.285,0
39,39464.89,8946.07,15408.88,11,2,13,25,0.227,0.39,0
59,63187.61,26384.16,15450.78,21,2,9,30,0.418,0.245,0
23,42270.47,15280.13,28592.55,7,1,2,28,0.361,0.676,1
33,56790.29,12875.71,22553.84,25,4,6,4,0.227,0.397,0
48,37084.57,30042.14,15992.65,16,3,11,37,0.81,0.431,1
40,31785.92,14898.34,35519.59,9,0,13,24,0.469,1.117,1
48,51837.29,17963.64,43399.7,26,1,3,33,0.347,0.837,0
28,12296.0,17482.74,5051.09,6,1,10,11,1.422,0.411,1
61,44074.65,0.0,26270.12,18,1,4,21,0.0,0.596,0
59,17872.46,17884.11,57078.68,24,4,2,8,1.001,3.194,1
21,65584.68,9373.08,23362.47,5,0,11,19,0.143,0.356,0
23,71002.21,788.47,21385.31,20,4,8,28,0.011,0.301,0
33,32720.98,9828.63,19331.19,23,0,10,28,0.3,0.591,0
48,58566.26,9746.11,25882.18,23,2,8,26,0.166,0.442,0
45,67982.71,25298.83,29058.79,27,1,1,16,0.372,0.427,0
53,68049.38,4362.1,5062.8,27,1,10,4,0.064,0.074,0
58,54289.02,7101.53,19682.2,18,3,6,12,0.131,0.363,0
26,64686.09,17353.88,1000.0,17,1,1,14,0.268,0.015,0
64,37013.37,1742.06,17488.2,14,2,6,14,0.047,0.472,0
52,51662.45,8409.93,9167.74,1,0,7,17,0.163,0.177,0
41,40657.93,0.0,24070.13,13,0,2,1,0.0,0.592,0
36,35324.24,24200.11,1000.0,20,1,9,22,0.685,0.028,0
41,50721.27,11986.37,13852.19,9,4,8,12,0.236,0.273,1
31,56950.61,14840.82,31598.53,27,4,9,3,0.261,0.555,0
57,73270.18,24160.1,11884.0,15,1,10,24,0.33,0.162,0
56,55303.11,7777.31,1000.0,6,1,13,10,0.141,0.018,0
55,62838.61,11880.13,23090.4,7,1,4,11,0.189,0.367,0
39,63065.66,4436.72,12961.65,9,3,4,12,0.07,0.206,0
40,103750.69,4414.96,17769.37,14,0,12,8,0.043,0.171,0
38,13799.35,5794.17,11241.56,7,0,8,37,0.42,0.815,1
61,36241.32,10075.1,43692.76,12,2,1,5,0.278,1.206,1
34,79481.12,11152.04,1303.13,11,3,8,9,0.14,0.016,0
35,42959.74,17886.32,54001.95,7,0,7,22,0.416,1.257,1
51,67716.06,6087.83,15312.36,14,1,12,14,0.09,0.226,0
21,54600.19,18196.33,22201.36,25,1,7,22,0.333,0.407,0
23,92104.05,19850.01,13102.44,11,0,9,39,0.216,0.142,0
36,27738.91,10321.78,12600.4,10,4,13,36,0.372,0.454,0
43,74436.01,6952.75,10582.04,18,0,10,33,0.093,0.142,0
31,84991.63,15850.79,27215.1,13,0,7,15,0.186,0.32,0
32,29711.62,12970.83,3070.4,26,1,2,31,0.437,0.103,0
30,65657.4,17203.52,24369.3,17,0,1,37,0.262,0.371,0
52,30690.04,30698.66,1000.0,12,1,1,39,1.0,0.033,1
36,50603.23,15686.37,23282.35,3,1,7,4,0.31,0.46,1
28,44868.24,8607.69,30189.71,16,1,5,16,0.192,0.673,0
58,10000.0,6091.1,4705.77,18,1,4,21,0.609,0.471,1
32,58484.69,6477.98,28144.91,26,2,5,38,0.111,0.481,0
44,52866.78,372.34,20616.62,8,2,10,17,0.007,0.39,0
48,79581.58,24327.44,39181.12,22,0,10,27,0.306,0.492,0
28,62222.87,0.0,9737.52,6,0,6,12,0.0,0.156,0
48,95817.68,19881.05,53791.83,0,0,12,0,0.207,0.561,0
56,52140.85,6319.36,1000.0,6,0,10,18,0.121,0.019,0
46,47889.4,9875.95,16045.95,25,4,6,33,0.206,0.335,0
28,46312.87,6020.12,1000.0,6,1,1,3,0.13,0.022,0
48,41208.23,29458.65,42212.65,19,2,2,2,0.715,1.024,1
48,10000.0,15163.16,16859.59,6,1,3,9,1.516,1.686,1
57,45596.11,22903.79,17939.78,7,0,4,27,0.502,0.393,0
61,10000.0,28005.27,25318.86,15,2,6,33,2.801,2.532,1
56,59040.67,16634.05,19942.34,2,1,12,38,0.282,0.338,0
47,25198.79,3043.76,12874.86,12,0,12,18,0.121,0.511,0
37,32113.35,12793.57,4920.23,9,2,11,35,0.398,0.153,0
29,36611.8,7577.52,22022.16,17,2,13,2,0.207,0.602,1
53,45901.3,9964.96,24546.0,6,0,9,22,0.217,0.535,0
40,50137.37,14053.76,28344.53,20,1,12,16,0.28,0.565,0
33,71689.59,13658.44,42952.72,20,2,2,6,0.191,0.599,0
48,38449.4,19121.09,1000.0,29,0,8,25,0.497,0.026,0
49,59602.92,20573.04,19187.39,4,1,9,17,0.345,0.322,1
33,104617.34,13658.55,34300.85,22,3,2,5,0.131,0.328,0
55,57547.01,19034.69,18505.73,24,5,9,30,0.331,0.322,0
26,46390.2,9506.4,1000.0,26,2,7,28,0.205,0.022,0
38,34416.97,28147.8,4507.53,23,0,9,8,0.818,0.131,0
25,46113.37,9344.89,23942.84,21,1,6,34,0.203,0.519,0
45,32275.59,26971.86,23506.37,6,2,2,16,0.836,0.728,1
22,55373.23,239.33,28070.24,24,2,8,11,0.004,0.507,0
30,52070.88,11195.93,10627.89,29,3,10,35,0.215,0.204,0
50,10000.0,11690.22,23118.6,26,2,9,23,1.169,2.312,1
25,49628.84,17789.92,8649.64,21,3,12,9,0.358,0.174,0
53,71522.93,23618.17,23119.5,16,4,8,29,0.33,0.323,0
21,42017.76,2506.05,20638.55,3,2,2,28,0.06,0.491,0
38,36942.06,3920.17,10149.68,23,0,8,38,0.106,0.275,0
52,22445.98,980.92,38698.2,22,1,3,9,0.044,1.724,1
31,12840.16,28201.84,1000.0,15,0,3,38,2.196,0.078,1
41,66626.99,17976.05,18300.55,18,0,9,27,0.27,0.275,0
46,46370.43,4156.29,9885.13,9,1,13,17,0.09,0.213,0
45,65440.43,10569.05,42010.42,2,2,9,16,0.162,0.642,0
42,80626.47,26817.61,27180.78,26,1,9,10,0.333,0.337,0
47,68424.95,12218.81,12208.28,2,3,4,0,0.179,0.178,0
33,39152.55,11628.12,16643.42,27,3,12,16,0.297,0.425,0
53,52897.35,7187.03,42335.09,16,2,14,35,0.136,0.8,0
54,37704.54,4750.08,8644.69,9,0,7,35,0.126,0.229,0
61,35834.23,26833.24,1000.0,16,3,13,8,0.749,0.028,1
55,56856.3,31739.02,23492.08,21,1,8,27,0.558,0.413,0
21,33354.12,5148.06,23763.68,29,3,13,32,0.154,0.712,0
41,10000.0,29049.42,27992.41,29,3,13,2,2.905,2.799,1
26,32237.04,10126.11,28071.51,16,2,5,7,0.314,0.871,1
48,43862.38,20336.48,41248.47,20,1,13,5,0.464,0.94,1
37,80427.97,29102.14,1000.0,3,2,1,5,0.362,0.012,0
25,40181.25,13549.23,5566.36,20,0,9,28,0.337,0.139,0
51,60238.48,11720.58,27946.44,22,3,6,36,0.195,0.464,0
25,46633.84,23010.81,6732.49,5,1,3,11,0.493,0.144,0
58,74528.1,3900.47,2520.94,11,1,3,8,0.052,0.034,0
23,73141.93,26470.61,42390.13,24,1,14,18,0.362,0.58,0
43,73523.5,16428.09,1000.0,21,5,14,16,0.223,0.014,0
57,15320.33,9222.49,15784.74,24,2,10,31,0.602,1.03,1
57,54134.48,8958.32,19287.59,19,0,1,34,0.165,0.356,0
30,65178.77,1165.37,35709.64,16,2,13,13,0.018,0.548,0
30,57630.77,9638.28,1000.0,16,1,8,15,0.167,0.017,0
39,62731.93,12359.62,24985.7,9,1,2,20,0.197,0.398,0
37,51167.02,4387.06,9315.48,6,4,12,11,0.086,0.182,0
41,35104.32,14545.35,27531.33,28,4,1,23,0.414,0.784,1
34,16058.05,19729.17,9118.31,15,1,7,33,1.229,0.568,1
29,37088.61,12865.28,38867.68,28,3,14,7,0.347,1.048,1
21,103562.2,21627.26,9188.36,12,4,11,20,0.209,0.089,0
33,40286.98,6928.6,1000.0,2,3,9,7,0.172,0.025,0
24,10812.2,25033.83,10533.81,1,1,6,27,2.315,0.974,1
21,64652.99,16218.15,16864.4,15,1,8,15,0.251,0.261,0
60,67109.2,30452.57,32988.25,29,2,8,9,0.454,0.492,0
52,75746.49,39142.17,4899.02,5,0,9,14,0.517,0.065,0
54,59419.57,10297.56,5136.25,5,1,7,3,0.173,0.086,0
48,66912.03,10709.36,31526.93,12,1,9,25,0.16,0.471,0
51,86804.34,12537.58,3497.3,6,4,9,14,0.144,0.04,0
28,35090.53,20957.02,17852.2,4,1,12,35,0.597,0.509,1
59,31122.99,28259.7,18096.19,23,1,11,31,0.908,0.581,1
46,28108.27,8471.92,22610.95,6,1,1,37,0.301,0.804,1
54,44684.61,18812.44,11001.82,1,1,6,3,0.421,0.246,1
23,78668.45,13640.73,8876.07,16,3,12,8,0.173,0.113,0
32,60561.37,21181.09,24018.73,12,1,8,34,0.35,0.397,0
21,59773.84,30094.58,9248.05,29,4,10,27,0.503,0.155,0
64,13613.84,12596.72,3680.37,24,0,9,36,0.925,0.27,1
25,36136.26,0.0,34733.6,20,4,4,8,0.0,0.961,1
50,13286.85,22439.02,25857.14,27,0,13,1,1.689,1.946,1
50,73424.92,6672.95,41210.03,26,0,2,2,0.091,0.561,0
37,81712.93,13568.84,29407.61,20,0,11,4,0.166,0.36,0
43,65591.33,22870.31,4782.28,27,1,9,9,0.349,0.073,0
35,30264.28,17973.95,21156.43,15,2,9,27,0.594,0.699,1
57,79640.45,13982.8,7812.46,25,0,12,14,0.176,0.098,0
41,44934.9,9241.18,1000.0,19,0,8,13,0.206,0.022,0
34,25710.81,0.0,14633.61,1,2,3,22,0.0,0.569,0
22,30711.91,21983.21,31778.39,4,3,5,12,0.716,1.035,1
31,41396.87,12470.48,23298.95,17,3,2,15,0.301,0.563,0
59,50991.57,30133.36,3309.27,27,5,14,29,0.591,0.065,0
58,46773.12,18980.28,14211.9,6,0,3,39,0.406,0.304,0
54,21746.63,9588.75,18285.6,10,1,1,7,0.441,0.841,1
58,74266.33,25668.7,1000.0,24,1,4,16,0.346,0.013,0
54,46987.88,26511.29,28558.07,24,0,5,29,0.564,0.608,0
38,35724.92,12809.68,17255.18,10,1,12,16,0.359,0.483,1
50,72206.05,26936.45,3312.86,21,0,2,34,0.373,0.046,0
35,26331.88,9446.92,2633.92,16,1,3,0,0.359,0.1,0
47,17422.2,16596.48,33207.97,15,0,12,23,0.953,1.906,1
54,75449.75,20714.08,15430.24,12,3,6,24,0.275,0.205,0
58,87827.76,22847.82,34284.22,21,2,6,1,0.26,0.39,0
53,40758.08,21215.22,38865.87,4,0,7,24,0.521,0.954,1
44,49080.6,11673.43,32269.38,19,0,12,13,0.238,0.657,0
35,27066.71,25936.98,13598.82,15,4,9,38,0.958,0.502,1
50,50109.85,13755.73,1000.0,27,2,4,32,0.275,0.02,0
62,40485.89,9309.73,23755.96,21,2,5,16,0.23,0.587,0
37,47957.43,9456.62,45098.92,21,2,11,30,0.197,0.94,0
25,58185.17,34399.88,19575.32,15,0,2,9,0.591,0.336,0
49,28037.09,7580.17,1000.0,15,3,6,5,0.27,0.036,0
24,42763.77,27916.35,11901.46,13,0,4,38,0.653,0.278,0
30,13924.37,3645.33,17795.2,5,2,5,24,0.262,1.278,1
37,42900.25,19879.05,6824.14,1,3,7,37,0.463,0.159,0
30,48131.32,17970.83,1000.0,13,0,6,36,0.373,0.021,0
37,54579.65,31212.27,18825.79,15,3,8,29,0.572,0.345,0
40,54791.53,8455.98,10581.49,22,0,6,33,0.154,0.193,0
44,68078.46,5693.36,41272.3,29,3,10,17,0.084,0.606,0
25,19206.67,13834.9,21212.4,19,4,14,23,0.72,1.104,1
54,20274.46,31648.02,25634.95,12,0,8,26,1.561,1.264,1
26,60579.16,6158.42,18570.97,14,0,13,26,0.102,0.307,0
22,10000.0,0.0,21124.8,11,3,14,38,0.0,2.112,1
33,53666.0,15597.68,1000.0,8,2,14,20,0.291,0.019,0
63,26394.14,24495.23,7518.0,25,2,4,18,0.928,0.285,1
63,81456.29,4861.94,33063.38,17,2,12,38,0.06,0.406,0
31,55009.05,23479.32,22513.54,20,2,7,22,0.427,0.409,0
43,45616.88,4640.89,15217.92,13,2,3,38,0.102,0.334,0
36,74554.42,13534.41,25834.05,19,1,1,14,0.182,0.347,0
51,28731.96,22526.82,26070.34,24,2,13,1,0.784,0.907,1
31,32531.81,3125.35,43890.74,3,1,9,34,0.096,1.349,1
36,24770.9,16815.13,21956.8,7,1,9,19,0.679,0.886,1
28,32699.22,27149.74,7249.91,7,0,6,27,0.83,0.222,1
24,51222.31,19739.34,18611.64,21,2,2,14,0.385,0.363,0
60,59879.04,7793.74,27290.79,21,0,8,15,0.13,0.456,0
24,69228.43,30187.18,31947.91,15,0,10,32,0.436,0.461,0
45,13505.52,21583.93,1000.0,26,3,6,11,1.598,0.074,1
23,46562.74,0.0,23044.48,23,4,7,38,0.0,0.495,0
52,27836.71,23642.44,9232.94,27,0,13,38,0.849,0.332,0
23,45894.26,9286.26,13200.42,28,3,1,19,0.202,0.288,0
47,96683.27,16965.64,30150.08,27,1,3,28,0.175,0.312,0
49,55837.24,25080.04,28954.98,9,1,1,2,0.449,0.519,1
52,67989.3,9503.95,11862.17,24,0,10,4,0.14,0.174,0
39,89213.83,0.0,18105.9,20,1,1,1,0.0,0.203,0
41,72547.16,30055.45,13567.02,26,0,12,22,0.414,0.187,0
25,41041.71,26645.83,54700.44,16,0,12,25,0.649,1.333,1
38,24483.36,14127.44,23340.3,0,0,11,25,0.577,0.953,1
48,49397.11,23534.21,9926.22,17,0,13,6,0.476,0.201,0
62,38645.88,11306.13,35866.01,9,2,1,9,0.293,0.928,1
